Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's madre es un diseñador de joyas y su padre es un abogado.
The biological mother of Mia who was often portrayed as faceless character who lived in New York as fashion designer having her face always covered by a sculpture , in the 1st half of the show . ||| La madre biológica de Mia que a menudo fue retratada como personaje sin rostro que vivía en Nueva York como diseñadora de moda teniendo su cara siempre cubierta por una escultura, en la primera mitad del espectáculo.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Dos días después, el proyecto fue revelado como un engaño perpetrado por Funny Or Die, después de que el diseñador de vestuario del video publicó la experiencia en su curriculum vitae en línea.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| diseñador Dhafali Devi ganó el premio por su alfombra en la categoría Disciplina.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| La línea Sui de Anna Sui y su línea de jeans continuó en funcionamiento después de que el diseñador dejó su trabajo de diseñador en Gilmar's Cento X Cento.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Como la diseñadora de vestuario Rita Riggs describió en su 2001 Archive of American Television entrevista, Lear's idea era crear la sensación de sepia tonos, en un intento de hacer que los espectadores se sientan como si estuvieran mirando un viejo álbum familiar.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Después de la muerte de su madre, la diseñadora de moda de Nueva York Lisa Rayborn ( Natasha Henstridge ) regresa a su ciudad natal y granja familiar.
Rita Ryack is a costume designer who was nominated for an Academy Award for Best Costume Design at the 73rd Academy Awards for her work in " How the Grinch Stole Christmas " . ||| Rita Ryack es una diseñadora de vestuario que fue nominada a un premio de la Academia al mejor diseño de vestuario en los 73o Premios de la Academia por su trabajo en " How the Grinch Stole Christmas ".
It is important that in order to be an industrial design the product has to be produced in an industrial way , for example an artisan ca not be considered an industrial designer although she may challenge the same aspects of a product . ||| Es importante que para ser un diseño industrial el producto tiene que ser producido de una manera industrial, por ejemplo un artesano ca no ser considerado un diseñador industrial, aunque ella puede desafiar los mismos aspectos de un producto.
Elizabeth Florence Emanuel ( née Weiner , born 5 July 1953 ) is a British fashion designer who is best known for designing , with her former husband David Emanuel , the wedding dress worn by Diana , Princess of Wales , in 1981 . ||| Elizabeth Florence Emanuel (née Weiner, nacida el 5 de julio de 1953 ) es una diseñadora de moda británica que es mejor conocida por diseñar, con su ex marido David Emanuel, el vestido de novia usado por Diana, Princesa de Gales, en 1981.
designer Dhafali Devi won the award for her rug . ||| diseñador Dhafali Devi ganó el premio por su alfombra.
The designer Jill Richards , herself a Hollywood actress of around the same era , favoured it in her collections of the 1970s , attracting a clientele of names such as Nancy Reagan . ||| La diseñadora Jill Richards, ella misma una actriz de Hollywood de alrededor de la misma era, lo favoreció en sus colecciones de la década de 1970, atrayendo a una clientela de nombres como Nancy Reagan.
Beulah Elizabeth Hazelrigg Brown ( November 24 , 1892 – March 26 , 1987 ) was a Hoosier painter , educator , and textile designer who is best known for her bold , colorful , abstract patterns for fabrics , as well as figure , genre , landscapes , and floral still - life paintings in watercolor , her preferred media . ||| Beulah Elizabeth Hazelrigg Brown (24 de noviembre de 1892 – 26 de marzo de 1987) fue una pintora, educadora y diseñadora textil Hoosier que es mejor conocida por su audaz, colorido, patrones abstractos para telas, así como figura, género, paisajes y naturaleza floral - pinturas de vida en acuarela, sus medios preferidos.
Chanel chief designer Karl Lagerfeld noted Zhou Xun for her strong fashion sense , describing the actress as " a synthesis of young Coco Chanel and Ballet Troupe Zizi Jeanmaire . " ||| El diseñador jefe de Chanel Karl Lagerfeld señaló Zhou Xun por su fuerte sentido de la moda, describiendo a la actriz como "una síntesis del joven Coco Chanel y Ballet Troupe Zizi Jeanmaire ".
She portrayed fashion designer `` Margo Lynley '' from the serial ' s inception until 1992 when she left to begin a family . ||| Ella retrató a la diseñadora de moda `` Margo Lynley '' desde el inicio de la serie hasta 1992 cuando se fue para formar una familia.
Under the label " LalicA " , the designer has produced her clothing line since 2002 . ||| Bajo la etiqueta " LalicA ", el diseñador ha producido su línea de ropa desde 2002.
He also brought first - time collaborators production designer Barbara Ling based on her work in recreating historical settings in " The Doors " , and costume designer Arianne Phillips , who had a strong client list to her name including Tom Ford , James Mangold and Madonna . ||| También trajo por primera vez - colaboradores producción diseñadora Barbara Ling basado en su trabajo en la recreación de entornos históricos en " Las puertas ", y diseñador de vestuario Arianne Phillips, que tenía una lista de clientes fuerte a su nombre incluyendo Tom Ford, James Mangold y Madonna.
Pope opted to leave Naughty Dog around 2010 , after " " was released , to move to Saitama , Japan , along with his wife Keiko , a game designer herself . ||| Pope optó por dejar Naughty Dog alrededor del 2010, después de que " " fue lanzado, para trasladarse a Saitama, Japón, junto con su esposa Keiko, una diseñadora de juegos ella misma.
Production designer Mihaela Poenaru drew on her recollections of the period to prepare the locations . ||| La diseñadora de producción Mihaela Poenaru se basó en sus recuerdos de la época para preparar los lugares.
Regarding The Silence of the Lambs mentioned above , I remember a behind-the-scenes documentary on it , and in it the costume designer for the film mentioned that she specifically strove for more ageless clothing for everyone , rather than what would have been characteristic of the early 1990s . ||| Respecto al Silencio de los Corderos mencionado anteriormente, recuerdo un documental entre bastidores sobre él, y en él la diseñadora de vestuario para la película mencionó que se esforzó específicamente por más ropa sin edad para todos, en lugar de lo que habría sido característico de los principios de los años 90.
Olga , the main character , wants to be a costumes and set designer and her dreams come true when she works as an assistant for the famous edition of " La Traviata " directed by Luchino Visconti in 1955 . ||| Olga, el personaje principal, quiere ser una diseñadora de vestuarios y decorados y sus sueños se hacen realidad cuando trabaja como asistente para la famosa edición de "La Traviata" dirigida por Luchino Visconti en 1955.
This episode introduces the station ' s graphics designer , Mona , as she draws pictures for Nas ' story for the children ' s segment `` Listen With Frank '' . ||| Este episodio presenta a la diseñadora gráfica de la estación, Mona, mientras dibuja imágenes para la historia de Nas para el segmento de los niños `` Escucha con Frank ''.
At the same time , the designer wanted her creations to be equally as interesting on an intellectual level for parents to enjoy also . ||| Al mismo tiempo, la diseñadora quería que sus creaciones fueran igualmente interesantes a nivel intelectual para que los padres disfrutaran también.
