Her stepfather is a carpenter and her father , who died , worked in an oil refinery . ||| Son père est un carpenter et son père, qui est mort, travaille dans une raffinerie d'huile.
Stayrook , who hails from San Diego , California , is an ex - carpenter , and earned the nickname " The Rock " because of his sturdy build and solid position at the foul - line . ||| Stayrook, qui vient de San Diego, en Californie, est un ancien carpenter, et a obtenu le nom de " The Rock " en raison de sa construction dur et de sa position solide sur la ligne foule.
Her stepfather is a carpenter and her father , who died , worked in an oil refinery . ||| Son père est un carpenter et son père, qui est mort, travaille dans une raffinerie d'huile.
Her father was a carpenter and her mother a housewife . ||| Son père était un carpenter et sa mère une domestique.
The ships carpenter reported that she would not last more than six months . ||| Le carpenter des navires a rapporté qu'elle ne durerait pas plus de six mois.
According to Graves , a pregnant Mary is compelled to pretend to marry an old , pious carpenter , Joseph , to protect herself and the unborn Jesus .. ||| Selon Graves, une Marie enceinte est contrainte de prétendre se marier à un vieux carpenter, Joseph, pour se protéger elle-même et le non-né Jésus.
Her father worked as a carpenter and her mother was a teacher . ||| Son père travaillait comme carpenter et sa mère était un enseignant.
His father , Mr. Sutchai , is a carpenter and his mother Ms. Somphon , is a practical nurse . ||| Son père, M. Sutchai, est un carpenter et sa mère, Mme Somphon, est une infirmière pratique.
Wilhelm Maybach was born in Heilbronn , Baden - Württemberg in 1846 , the son of a carpenter and his wife Luise . ||| Wilhelm Maybach est né à Heilbronn, Baden-Württemberg en 1846, le fils d'un carpenter et sa femme Luise.
Osewold the Reeve , who had originally been a carpenter himself , shouts out his immediate objection to such ridicule , and protests that the tale will insult carpenters and wives , but the Miller insists on proceeding with his tale . ||| Osewold le Reeve, qui avait d'abord été un carpenter lui-même, crie son objection immédiate à une telle ridicule, et proteste que la histoire insulte les carpenters et les femmes, mais le Miller insiste sur la poursuite de son histoire.
The carpenter reported that he had heard machinery operating towards the stern of the ship , but it was not clear whether this might have been the site diesel generator which ran at all times . ||| Le carpenter a rapporté qu'il avait entendu des machines fonctionnant vers le stéron du navire, mais il n'était pas clair s'il s'agissait de ce qui pourrait être le site de générateur diesel qui courait à tout moment.
Though a carpenter will typically fashion handles and woodblocks and set and sharpen his blades himself , the blades themselves are forged by steel smiths and provided unmounted to the carpenter . ||| Bien qu’un carpenter soit typiquement à la mode des gants et des blocs en bois et à l’établissement et à l’aiguillement de ses feuilles lui-même, les feuilles elles-mêmes sont forgées par des épines d’acier et fournies sans montée au carpenter.
[ [ Richard Hauptmann ] ] , a 34-year - old German immigrant carpenter , was arrested near his home in [ [ the Bronx ] ] , New York , on , 1934 , after paying for gasoline with one of the ransom bills . ||| [ [ Richard Hauptmann ], un carpenter immigrant allemand de 34 ans, a été arrêté près de sa maison à [ [ le Bronx ], New York, le, 1934, après avoir payé pour le carburant avec l'un des factures de rançon.
A 30-year-old carpenter suffered accidental piercing of his jaw by a 3-inch nail from a nail gun . ||| Un carpenter de 30 ans a subi une perte accidentelle de sa jambe par un ongle de 3 pouces à partir d'une arme à ongle.
The company was established in 1907 by a Norwegian immigrant and carpenter Carl E. Overaa , who committed himself to rebuilding the Bay Area after the San Francisco earthquake of 1906 . ||| La société a été fondée en 1907 par un immigrant norvégien et carpenter Carl E. Overaa, qui s'est engagé à reconstruire l'Area de la baie après le tremblement de terre de San Francisco en 1906.
This artisanal mastery was becoming an anachronism by the time of Cornett 's life , yet the carpenter stubbornly kept at his craft , enduring considerable poverty in consequence . ||| Cette maîtrise artisanale devient un anachronisme à l'époque de la vie de Cornett, mais le carpenter a durablement tenu à son arbre, en résultant de considérable pauvreté.
The carpenter aboard " Reniera e Soderina " confronted his captain , telling him to surrender or face a mutiny . ||| Le carpenter à bord de " Reniera e Soderina " a confronté son capitaine, lui disant de céder ou de faire face à une mutine.
The only businesses that flourish serve the gin industry : gin sellers ; a distiller ( the aptly named Kilman ) ; the pawnbroker where the avaricious Mr. Gripe greedily takes the vital possessions ( the carpenter offers his saw and the housewife her cooking utensils ) of the alcoholic residents of the street in return for a few pennies to feed their habit ; and the undertaker , for whom Hogarth implies at least a handful of new customers from this scene alone . ||| Les seules entreprises qui fleurissent servent à l’industrie du gin : les vendeurs du gin ; un distillateur (l’aptitement appelé Kilman) ; le pawnbroker où l’avarié M. Gripe prend avec joie les possessions vitales (le carpenter offre ses vaches et la maison-mère ses outils de cuisson) des résidents alcoolisés de la rue en échange de quelques pennies pour nourrir leur habitude ; et l’entrepreneur, pour lequel Hogarth implique au moins une poignée de nouveaux clients de cette scène seul.
But the young carpenter with his throat cut was able to drag himself to the village to alert them and describe his killers . ||| Mais le jeune carpenter avec sa coupe de gorge était en mesure de se tirer vers le village pour les avertir et décrire ses assassins.
His father , George , was a carpenter and his mother , Theano , worked as a maid . ||| Son père, George, était un carpenter et sa mère, Theano, travaillait comme un maïs.
He was born in Lac des Deux - Montagnes near Oka , the son of a carpenter and his wife . ||| Il est né à Lac des Deux - Montagnes près d'Oka, le fils d'un carpenter et sa femme.
Stayrook , who hails from San Diego , California , is an ex - carpenter , and earned the nickname " The Rock " because of his sturdy build and solid position at the foul - line . ||| Stayrook, qui vient de San Diego, en Californie, est un ancien carpenter, et a obtenu le nom de « The Rock » en raison de sa construction solide et de sa position solide sur la ligne foul.
Her stepfather is a carpenter and her father , who died , worked in an oil refinery . ||| Son père est un carpenter et son père, qui est mort, travaille dans une raffinerie de pétrole.
Her father was a carpenter and her mother a housewife . ||| Son père était un carpenter et sa mère une femme de maison.
The ships carpenter reported that she would not last more than six months . ||| Les navires carpenter ont rapporté qu'elle ne durerait pas plus de six mois.
According to Graves , a pregnant Mary is compelled to pretend to marry an old , pious carpenter , Joseph , to protect herself and the unborn Jesus .. ||| Selon Graves, une femme enceinte est contrainte de prétendre se marier avec un vieux carpenter, Joseph, pour se protéger elle-même et le non-né Jésus.
Her father worked as a carpenter and her mother was a teacher . ||| Son père travaillait comme carpenter et sa mère était enseignante.
His father , Mr. Sutchai , is a carpenter and his mother Ms. Somphon , is a practical nurse . ||| Son père, M. Sutchai, est un carpenter et sa mère, Mme Somphon, est une infirmière pratique.
Wilhelm Maybach was born in Heilbronn , Baden - Württemberg in 1846 , the son of a carpenter and his wife Luise . ||| Wilhelm Maybach est né à Heilbronn, Baden-Württemberg en 1846, le fils d'un carpenter et sa femme Luise.
Osewold the Reeve , who had originally been a carpenter himself , shouts out his immediate objection to such ridicule , and protests that the tale will insult carpenters and wives , but the Miller insists on proceeding with his tale . ||| Osewold the Reeve, qui avait d'abord été un carpenter lui-même, crie son objection immédiate à une telle ridicule, et proteste que l'histoire insulte les carpenters et les femmes, mais le Miller insiste sur la poursuite de son histoire.
The carpenter reported that he had heard machinery operating towards the stern of the ship , but it was not clear whether this might have been the site diesel generator which ran at all times . ||| Le carpenter a rapporté qu'il avait entendu des machines fonctionnant vers le stern du navire, mais il n'était pas clair s'il s'agissait d'un générateur de diesel qui fonctionnait à tout moment.
